"Year","Headline","ConflictTypes","Country","Region","Description","Text","SeverityIndex","ConflictTypeNumeric"
2019,"U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices.","Casualty","Iran","Western Asia","Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.","U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices. Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.",5,2
2019,"Qatar blockade imposed by Saudi Arabia and its allies on Qatar had regional implications, although it did not lead to major oil supply disruptions.","Political","Qatar","Western Asia","Saudi Arabia continued its oil production and export activities without significant disruption","Qatar blockade imposed by Saudi Arabia and its allies on Qatar had regional implications, although it did not lead to major oil supply disruptions. Saudi Arabia continued its oil production and export activities without significant disruption",2,3
2020,"Qatar blockade imposed by Saudi Arabia and its allies on Qatar had regional implications, although it did not lead to major oil supply disruptions.","Political","Qatar","Western Asia","Saudi Arabia continued its oil production and export activities without significant disruption","Qatar blockade imposed by Saudi Arabia and its allies on Qatar had regional implications, although it did not lead to major oil supply disruptions. Saudi Arabia continued its oil production and export activities without significant disruption",2,3
2020,"U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices.","Weapon","Iran","Western Asia","Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.","U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices. Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.",5,1
2020,"U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices.","Casualty","Iran","Western Asia","Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.","U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices. Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.",5,2
2020,"The Strait of Hormuz is the world's most important oil transit chokepoint","Trigger","Iran, Saudi Arabia","Western Asia","The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.","The Strait of Hormuz is the world's most important oil transit chokepoint The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.",4,0
2020,"The Strait of Hormuz is the world's most important oil transit chokepoint","Weapon","Iran, Saudi Arabia","Western Asia","The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.","The Strait of Hormuz is the world's most important oil transit chokepoint The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.",4,1
2020,"An Iran nuclear deal revival could dramatically alter oil prices — if it happens","Trigger","Iran","Western Asia","“Should the nuclear deal be revived, 1-2 million barrels per day of extra oil could hit the market in a comparatively short period of time,” one commodities analyst told CNBC. Iranian negotiators in mid-August expressed optimism about the prospects for an agreement, with one advisor saying “we’re closer than we’ve been before” to securing a deal. But so far, it seems there are a few remaining sticking points that are proving difficult to resolve. The Iran Nuclear Deal and subsequent sanctions imposed on Iran initiated geopolitical tensions.","An Iran nuclear deal revival could dramatically alter oil prices <97> if it happens <93>Should the nuclear deal be revived, 1-2 million barrels per day of extra oil could hit the market in a comparatively short period of time,<94> one commodities analyst told CNBC. Iranian negotiators in mid-August expressed optimism about the prospects for an agreement, with one advisor saying <93>we<92>re closer than we<92>ve been before<94> to securing a deal. But so far, it seems there are a few remaining sticking points that are proving difficult to resolve. The Iran Nuclear Deal and subsequent sanctions imposed on Iran initiated geopolitical tensions.",6,0
2020,"The Yemen War: An Underestimated Risk For Oil Prices","Weapon","Yemen","Western Asia","The Yemen war has been described by the UN as the world’s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021","The Yemen War: An Underestimated Risk For Oil Prices The Yemen war has been described by the UN as the world<92>s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021",3,1
2020,"The Yemen War: An Underestimated Risk For Oil Prices","Casualty","Yemen","Western Asia","The Yemen war has been described by the UN as the world’s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021","The Yemen War: An Underestimated Risk For Oil Prices The Yemen war has been described by the UN as the world<92>s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021",3,2
2020,"Fueling Conflict: Syria's War for Oil and Gas. Syria’s oil and gas resources are too small to be considered a prize in the struggle over the country’s destiny, but energy issues still play an important part in the conflict.","Trigger","Syria","Western Asia","Syria’s oil and gas resources are too small to be considered a prize in the struggle over the country’s destiny, but energy issues still play an important part in the conflict. The regime of Syrian President Bashar al-Assad has had to contend with the loss of export revenue since its oil production collapsed, and it is becoming increasingly reliant on imports, thereby deepening its dependence on Iran.
Rebels fighting the Assad regime have by now taken over several oil fields and processing facilities. While this provides them valuable revenue, it has also sparked conflict between factions. This event contributed to instability in the Middle East and increased oil market uncertainties.
Thus, Saudi Arabia maintained its production levels to ensure market stability","Fueling Conflict: Syria's War for Oil and Gas. Syria<92>s oil and gas resources are too small to be considered a prize in the struggle over the country<92>s destiny, but energy issues still play an important part in the conflict. Syria<92>s oil and gas resources are too small to be considered a prize in the struggle over the country<92>s destiny, but energy issues still play an important part in the conflict. The regime of Syrian President Bashar al-Assad has had to contend with the loss of export revenue since its oil production collapsed, and it is becoming increasingly reliant on imports, thereby deepening its dependence on Iran.
Rebels fighting the Assad regime have by now taken over several oil fields and processing facilities. While this provides them valuable revenue, it has also sparked conflict between factions. This event contributed to instability in the Middle East and increased oil market uncertainties.
Thus, Saudi Arabia maintained its production levels to ensure market stability",2,0
2021,"Qatar blockade imposed by Saudi Arabia and its allies on Qatar had regional implications, although it did not lead to major oil supply disruptions.","Political","Qatar","Western Asia","Saudi Arabia continued its oil production and export activities without significant disruption","Qatar blockade imposed by Saudi Arabia and its allies on Qatar had regional implications, although it did not lead to major oil supply disruptions. Saudi Arabia continued its oil production and export activities without significant disruption",2,3
2021,"U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices.","Weapon","Iran","Western Asia","Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.","U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices. Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.",5,1
2021,"U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices.","Casualty","Iran","Western Asia","Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.","U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices. Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.",5,2
2021,"The Strait of Hormuz is the world's most important oil transit chokepoint","Trigger","Iran, Saudi Arabia","Western Asia","The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.","The Strait of Hormuz is the world's most important oil transit chokepoint The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.",4,0
2021,"The Strait of Hormuz is the world's most important oil transit chokepoint","Weapon","Iran, Saudi Arabia","Western Asia","The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.","The Strait of Hormuz is the world's most important oil transit chokepoint The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.",4,1
2021,"An Iran nuclear deal revival could dramatically alter oil prices — if it happens","Trigger","Iran","Western Asia","“Should the nuclear deal be revived, 1-2 million barrels per day of extra oil could hit the market in a comparatively short period of time,” one commodities analyst told CNBC. Iranian negotiators in mid-August expressed optimism about the prospects for an agreement, with one advisor saying “we’re closer than we’ve been before” to securing a deal. But so far, it seems there are a few remaining sticking points that are proving difficult to resolve. The Iran Nuclear Deal and subsequent sanctions imposed on Iran initiated geopolitical tensions.","An Iran nuclear deal revival could dramatically alter oil prices <97> if it happens <93>Should the nuclear deal be revived, 1-2 million barrels per day of extra oil could hit the market in a comparatively short period of time,<94> one commodities analyst told CNBC. Iranian negotiators in mid-August expressed optimism about the prospects for an agreement, with one advisor saying <93>we<92>re closer than we<92>ve been before<94> to securing a deal. But so far, it seems there are a few remaining sticking points that are proving difficult to resolve. The Iran Nuclear Deal and subsequent sanctions imposed on Iran initiated geopolitical tensions.",6,0
2021,"The Yemen War: An Underestimated Risk For Oil Prices","Weapon","Yemen","Western Asia","The Yemen war has been described by the UN as the world’s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021","The Yemen War: An Underestimated Risk For Oil Prices The Yemen war has been described by the UN as the world<92>s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021",3,1
2021,"The Yemen War: An Underestimated Risk For Oil Prices","Casualty","Yemen","Western Asia","The Yemen war has been described by the UN as the world’s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021","The Yemen War: An Underestimated Risk For Oil Prices The Yemen war has been described by the UN as the world<92>s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021",3,2
2021,"Fueling Conflict: Syria's War for Oil and Gas. Syria’s oil and gas resources are too small to be considered a prize in the struggle over the country’s destiny, but energy issues still play an important part in the conflict.","Trigger","Syria","Western Asia","Syria’s oil and gas resources are too small to be considered a prize in the struggle over the country’s destiny, but energy issues still play an important part in the conflict. The regime of Syrian President Bashar al-Assad has had to contend with the loss of export revenue since its oil production collapsed, and it is becoming increasingly reliant on imports, thereby deepening its dependence on Iran.
Rebels fighting the Assad regime have by now taken over several oil fields and processing facilities. While this provides them valuable revenue, it has also sparked conflict between factions. This event contributed to instability in the Middle East and increased oil market uncertainties.
Thus, Saudi Arabia maintained its production levels to ensure market stability","Fueling Conflict: Syria's War for Oil and Gas. Syria<92>s oil and gas resources are too small to be considered a prize in the struggle over the country<92>s destiny, but energy issues still play an important part in the conflict. Syria<92>s oil and gas resources are too small to be considered a prize in the struggle over the country<92>s destiny, but energy issues still play an important part in the conflict. The regime of Syrian President Bashar al-Assad has had to contend with the loss of export revenue since its oil production collapsed, and it is becoming increasingly reliant on imports, thereby deepening its dependence on Iran.
Rebels fighting the Assad regime have by now taken over several oil fields and processing facilities. While this provides them valuable revenue, it has also sparked conflict between factions. This event contributed to instability in the Middle East and increased oil market uncertainties.
Thus, Saudi Arabia maintained its production levels to ensure market stability",2,0
2022,"U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices.","Weapon","Iran","Western Asia","Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.","U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices. Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.",5,1
2022,"U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices.","Casualty","Iran","Western Asia","Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.","U.S.-Iran Relations Are Thawing. It Could Lower Oil Prices. Relations between the U.S. and Iran appear to be thawing, with the U.S. swapping prisoners and agreeing to allow $6 billion in oil revenue to be released to Iran. It may help put a lid on oil prices. Escalating tensions between the United States and Iran have added to geopolitical risks in the region.",5,2
2022,"The Strait of Hormuz is the world's most important oil transit chokepoint","Trigger","Iran, Saudi Arabia","Western Asia","The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.","The Strait of Hormuz is the world's most important oil transit chokepoint The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.",4,0
2022,"The Strait of Hormuz is the world's most important oil transit chokepoint","Weapon","Iran, Saudi Arabia","Western Asia","The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.","The Strait of Hormuz is the world's most important oil transit chokepoint The Strait of Hormuz, located between Oman and Iran, connects the Persian Gulf with the Gulf of Oman and the Arabian Sea. The Strait of Hormuz is the world's most important oil chokepoint because of the large volumes of oil that flow through the strait. In 2018, its daily oil flow averaged 21 million barrels per day (b/d), or the equivalent of about 21% of global petroleum liquids consumption.EIA estimates that 76% of the crude oil and condensate that moved through the Strait of Hormuz went to Asian markets in 2018. China, India, Japan, South Korea, and Singapore were the largest destinations for crude oil moving through the Strait of Hormuz to Asia, accounting for 65% of all Hormuz crude oil and condensate flows in 2018. Ongoing tensions and incidents in the Gulf of Oman and the Strait of Hormuz have raised concerns about disruptions to oil shipping routes.",4,1
2022,"An Iran nuclear deal revival could dramatically alter oil prices — if it happens","Trigger","Iran","Western Asia","“Should the nuclear deal be revived, 1-2 million barrels per day of extra oil could hit the market in a comparatively short period of time,” one commodities analyst told CNBC. Iranian negotiators in mid-August expressed optimism about the prospects for an agreement, with one advisor saying “we’re closer than we’ve been before” to securing a deal. But so far, it seems there are a few remaining sticking points that are proving difficult to resolve. The Iran Nuclear Deal and subsequent sanctions imposed on Iran initiated geopolitical tensions.","An Iran nuclear deal revival could dramatically alter oil prices <97> if it happens <93>Should the nuclear deal be revived, 1-2 million barrels per day of extra oil could hit the market in a comparatively short period of time,<94> one commodities analyst told CNBC. Iranian negotiators in mid-August expressed optimism about the prospects for an agreement, with one advisor saying <93>we<92>re closer than we<92>ve been before<94> to securing a deal. But so far, it seems there are a few remaining sticking points that are proving difficult to resolve. The Iran Nuclear Deal and subsequent sanctions imposed on Iran initiated geopolitical tensions.",6,0
2022,"The Yemen War: An Underestimated Risk For Oil Prices","Weapon","Yemen","Western Asia","The Yemen war has been described by the UN as the world’s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021","The Yemen War: An Underestimated Risk For Oil Prices The Yemen war has been described by the UN as the world<92>s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021",3,1
2022,"The Yemen War: An Underestimated Risk For Oil Prices","Casualty","Yemen","Western Asia","The Yemen war has been described by the UN as the world’s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021","The Yemen War: An Underestimated Risk For Oil Prices The Yemen war has been described by the UN as the world<92>s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021",3,2
2022,"Fueling Conflict: Syria's War for Oil and Gas. Syria’s oil and gas resources are too small to be considered a prize in the struggle over the country’s destiny, but energy issues still play an important part in the conflict.","Trigger","Syria","Western Asia","Syria’s oil and gas resources are too small to be considered a prize in the struggle over the country’s destiny, but energy issues still play an important part in the conflict. The regime of Syrian President Bashar al-Assad has had to contend with the loss of export revenue since its oil production collapsed, and it is becoming increasingly reliant on imports, thereby deepening its dependence on Iran.
Rebels fighting the Assad regime have by now taken over several oil fields and processing facilities. While this provides them valuable revenue, it has also sparked conflict between factions. This event contributed to instability in the Middle East and increased oil market uncertainties.
Thus, Saudi Arabia maintained its production levels to ensure market stability","Fueling Conflict: Syria's War for Oil and Gas. Syria<92>s oil and gas resources are too small to be considered a prize in the struggle over the country<92>s destiny, but energy issues still play an important part in the conflict. Syria<92>s oil and gas resources are too small to be considered a prize in the struggle over the country<92>s destiny, but energy issues still play an important part in the conflict. The regime of Syrian President Bashar al-Assad has had to contend with the loss of export revenue since its oil production collapsed, and it is becoming increasingly reliant on imports, thereby deepening its dependence on Iran.
Rebels fighting the Assad regime have by now taken over several oil fields and processing facilities. While this provides them valuable revenue, it has also sparked conflict between factions. This event contributed to instability in the Middle East and increased oil market uncertainties.
Thus, Saudi Arabia maintained its production levels to ensure market stability",2,0
2023,"Fueling Conflict: Syria's War for Oil and Gas. Syria’s oil and gas resources are too small to be considered a prize in the struggle over the country’s destiny, but energy issues still play an important part in the conflict.","Trigger","Syria","Western Asia","Syria’s oil and gas resources are too small to be considered a prize in the struggle over the country’s destiny, but energy issues still play an important part in the conflict. The regime of Syrian President Bashar al-Assad has had to contend with the loss of export revenue since its oil production collapsed, and it is becoming increasingly reliant on imports, thereby deepening its dependence on Iran.
Rebels fighting the Assad regime have by now taken over several oil fields and processing facilities. While this provides them valuable revenue, it has also sparked conflict between factions. This event contributed to instability in the Middle East and increased oil market uncertainties.
Thus, Saudi Arabia maintained its production levels to ensure market stability","Fueling Conflict: Syria's War for Oil and Gas. Syria<92>s oil and gas resources are too small to be considered a prize in the struggle over the country<92>s destiny, but energy issues still play an important part in the conflict. Syria<92>s oil and gas resources are too small to be considered a prize in the struggle over the country<92>s destiny, but energy issues still play an important part in the conflict. The regime of Syrian President Bashar al-Assad has had to contend with the loss of export revenue since its oil production collapsed, and it is becoming increasingly reliant on imports, thereby deepening its dependence on Iran.
Rebels fighting the Assad regime have by now taken over several oil fields and processing facilities. While this provides them valuable revenue, it has also sparked conflict between factions. This event contributed to instability in the Middle East and increased oil market uncertainties.
Thus, Saudi Arabia maintained its production levels to ensure market stability",2,0
2023,"The Yemen War: An Underestimated Risk For Oil Prices","Weapon","Yemen","Western Asia","The Yemen war has been described by the UN as the world’s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021","The Yemen War: An Underestimated Risk For Oil Prices The Yemen war has been described by the UN as the world<92>s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021",3,1
2023,"The Yemen War: An Underestimated Risk For Oil Prices","Casualty","Yemen","Western Asia","The Yemen war has been described by the UN as the world’s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021","The Yemen War: An Underestimated Risk For Oil Prices The Yemen war has been described by the UN as the world<92>s worst humanitarian crisis, and it appears to be intensifying once again
As the global economy attempts to recover from Covid, renewed violence in Yemen could send oil prices soaring and increase inflation 
A recent report from the Center for Strategic and International Studies showed that Houthi attacks on Saudi Arabia more than doubled in the first nine months of 2021",3,2
